num_ratings,mean_rating,std_rating,num_items,pct_extreme,pct_zero,pct_five,rating_skewness,rating_kurtosis,median_rating,item_entropy,mean_deviation,std_deviation,abs_deviation,gini_items,pct_low,rdma,wdma,wda,length_var,mean_var,fmd,fmtd,mean_item_pop,std_item_pop,pct_popular_items,recon_error,cosine_sim_to_normal,mahal_dist,degsim_pearson,top5_corating_overlap,class
-0.5357935924362894,-0.6238846985188871,0.6751915548687066,-0.5357935924362894,-0.501917106847184,0.5458378183483048,-0.6944796348943727,-0.8367544208356987,0.3287307117395416,-0.8658367481410443,-0.21989233230208452,-0.808871966157135,0.6810181895012942,0.030193987356038805,0.1779202755376254,0.2723331720451447,-0.4114302098206382,-0.40464396239772094,-0.623884698518888,-0.3716625579317008,0.20551990583197813,-0.4789639789745735,-1.4915188982210812,1.0427731605923554,0.652318150162822,-1.4324717164856837,-0.7290386516842287,0.08152378521824402,-0.5833370196184938,0.3434928769436636,-0.05481859530726006,0
0.5787381366842195,-0.12997484151992494,-0.3953144764136999,0.5787381366842195,-0.6153393000370285,-0.19290362536399341,-0.5768302735747102,-0.10964631812705634,1.0126616531810575,-0.8658367481410443,0.8045819022549102,-0.04740807021594289,-0.49535060261393327,-0.8868303305924679,0.48638081207586203,-0.5639400787908624,-0.8127505779456091,0.1827736642409459,-0.1299748415199257,-0.3040968607246582,-0.6573069483470974,0.252887567804085,0.04077391553220475,0.1475013846798127,-0.6224822766615482,-0.053897269253783534,0.3771123421735745,1.2636816175449006,-0.8016469263946555,0.9943561912953564,0.8318984347966372,0
-0.45785431067961047,0.377928882587567,0.34465801619528247,-0.45785431067961047,-0.007243844111643848,-0.36672514153159297,0.10929289244080083,-0.8270920753092088,0.09805137587831902,0.6441441047406822,-0.10563781865558793,0.5359875371578062,0.6931448680123324,0.45427180148964835,0.22876541892304791,-0.135082001439064,-0.08425792635172175,-0.16383870152733482,0.3779288825875673,-0.49428632781744064,0.21752871647539046,0.43095773746206023,0.4571119387374103,0.6136841659238269,0.4400074217237916,0.39135658947950325,-0.12481239523743902,-0.11286356855413045,-0.9150098680454305,-0.13230702248110016,-0.24818046322650797,0
-0.418884669801271,-0.9053823831967928,1.0854419441976526,-0.418884669801271,-0.424380633261665,0.8027730206445867,-0.6958906209524611,-0.47191856689796813,-0.25792652911115826,-0.8658367481410443,-0.052813866739882045,-0.7560432265675091,1.238801170825976,0.6153750012751659,0.25048567434983143,0.7168050143490715,-0.11797400317698298,-0.13218857623613853,-0.9053823831967939,-0.5555982127603106,0.642724889352289,-0.22801532683773645,-1.6909480402644792,0.23874537755088301,-0.8126481502156016,0.09507489558005734,-0.1790682968439314,-0.2441578169950689,-0.9715719531133299,-0.4636819252900132,0.06675392956535256,0
-0.5279996642606215,0.4648811951143246,0.060204831172356976,-0.5279996642606215,0.25215681337531803,-0.36672514153159297,0.3783612363068065,-0.25590374872077615,0.18454224376773118,0.6441441047406822,-0.2078973752390363,0.7978497699167126,-0.34821233185251627,-0.3084448175398387,0.18351895424747938,-0.7075352552524758,-0.47568689365370104,-0.48718186841609434,0.46488119511432463,-0.3839249349202747,-0.33920407017228754,0.8571172775598038,0.4903386098599648,0.276213620432113,1.1063647873644817,-0.48491224054270243,-0.35677831944089794,-0.22818664321135523,-0.4893608808414618,0.4880749880431322,0.2748279579969641,0
-0.2630061062879131,-0.4096366170598436,-0.2884172917143158,-0.2630061062879131,-0.9518631099604121,-0.36672514153159297,-0.8705316920771676,0.04475029636947309,-0.27060808683957,-0.8658367481410443,0.13556252597006005,0.11239140046313441,-0.7464442084873347,-0.9497291816224398,0.31970795180754363,0.1564020251187437,-0.620362178599987,-0.601252800953445,-0.40963661705984394,-0.8008457525317905,-0.7654683999827937,0.5545400892568784,0.6377450689446084,-0.24073390179031853,-0.3147037925401412,0.051359740503052254,-0.28496118856581876,-0.08932330949873314,-0.311292762048291,0.06259742226824266,-0.06435115220331797,0
-0.6215268023686362,-0.9301294323992462,0.6169009555167156,-0.6215268023686362,-0.7220895995098233,0.41547168122260514,-0.8813345028726601,-0.40378718617368864,-0.1014506732777831,-0.8658367481410443,-0.3616415688791197,-0.8232416484699661,0.988933257444027,0.5069017480190666,0.10673707479803196,0.8941773842052523,0.5656281258364982,-0.396329949570171,-0.9301294323992471,-0.23677641105738695,0.45064425047702356,-0.4633794824427447,-1.880229038778182,0.1175098866906415,-0.16548126635619312,-0.5334014248127051,-0.7902327898995154,-0.8821387577682972,-0.6209835676649371,-0.6164295419851679,-0.6623878995760296,0
0.04095709256313475,-0.31725806573108356,-0.611070914970734,0.04095709256313475,-0.8980299079001703,-0.36672514153159297,-0.8146921631273176,0.6116006403090808,-0.1411334471451266,-0.8658367481410443,0.42792400599185487,-0.31451126368273613,-0.5377070425391494,-0.7831484747342459,0.40553075691484025,-0.22244198015887479,-0.9088387105201525,-0.09038431455395061,-0.3172580657310834,-1.1502008729362634,-0.673393613435195,-0.05377065900852507,0.6008221003975031,0.648434015188617,-0.7264934209884174,0.16809539535683124,0.02733304991875275,0.9155969104514424,-1.0058144974708696,0.6192671697152266,0.306333905497323,0
0.03316316438746685,-0.18341412168174429,-0.5851371266508696,0.03316316438746685,-0.742975527667544,-0.36672514153159297,-0.6538590114208319,0.6696135799568541,0.1675095500490365,-0.8658367481410443,0.42135096748118117,-0.06677942749386633,-0.3217460738677436,-0.6312113870782763,0.40384956484154944,-0.5042728680288731,-0.5532951537233453,-0.12019431628170525,-0.18341412168174429,-1.1624632499248375,-0.5676136381434562,0.16572051189754067,0.5712062070232032,0.19085371963550365,0.28706516149950045,-0.34576936394182267,0.49897873006228577,0.5741159833509818,-1.0394868991547388,0.09925956128844725,0.12826853048914152,0
0.18124779972515684,0.0685514865264215,0.8180467991946574,0.18124779972515684,0.40723961032945183,-0.1436541957831735,0.4681728769705278,-0.037461941543847285,-0.45692082489308505,0.6441441047406822,0.5397686519970072,-0.06022949237243213,0.5299352063512287,0.20951678023003764,0.43259794929483564,0.31569548875515974,-0.30280476246828714,0.6957332001443512,0.06855148652642112,-0.9294780871419317,-0.024304566062510267,-0.5297037201361621,0.5447609862314765,0.7298129520035237,-0.910840506515872,-0.1737733081435132,0.4901068721996534,1.1155913204070105,-0.017325747236658886,0.8642329195188713,0.619763157726648,0
