user,num_ratings,mean_rating,std_rating,num_items,pct_extreme,pct_zero,pct_five,rating_skewness,rating_kurtosis,median_rating,item_entropy,mean_deviation,std_deviation,abs_deviation,gini_items,pct_low,rdma,wdma,wda,length_var,mean_var,fmd,fmtd,mean_item_pop,std_item_pop,pct_popular_items,recon_error,cosine_sim_to_normal,mahal_dist,degsim_pearson,top5_corating_overlap,label
100,88,3.147727272727273,1.1699275223378203,88,0.11363636363636363,0.045454545454545456,0.06818181818181818,-0.9552648704429527,0.8524197562215421,3.0,6.459431491680141,-0.3394281268637572,1.1143063907250894,0.8462923871315862,0.9886363636363636,0.20454545454545456,0.0016202667435673485,52773.0,0.9355188425157828,0.43857858304890107,1.342780200121437,-0.3233074499037888,-0.16666666666666652,787.2159090909091,371.9820613912251,0.23863636363636365,0.4742102666928268,0.5160196284867689,0.4093988353272438,0.45995475092732924,0.5347649,0
101,231,3.406926406926407,0.854015878451606,231,0.09523809523809523,0.008658008658008658,0.08658008658008658,-0.551681655499443,1.9315386233678398,3.0,7.8517487081535435,0.04587940363246622,0.7496803894515185,0.5650960843919866,0.9956709956709957,0.07792207792207792,0.0011223179530901247,87888.0,1.012554002489147,0.4737312194966346,0.5616926160217461,-0.03858506119634357,1.258373205741627,684.8701298701299,322.84261951214137,0.2510822510822511,0.9073185462074317,0.7183164311879021,0.2563077256804793,0.5238501679904163,0.6492737,0
102,98,3.673469387755102,1.072385434287405,98,0.19387755102040816,0.0,0.19387755102040816,-0.9499017608077429,0.4884496409582173,4.0,6.614709702731102,0.341082790132729,1.1180651629093288,0.9763315922805147,0.9897959183673469,0.14285714285714285,0.0020262143499452205,67168.0,1.0917717870367643,0.3747806947590035,1.3536513648840336,0.030692054204619904,1.6455696202531644,738.1632653061224,363.7981680688604,0.25510204081632654,0.7107922485563812,0.48275508539586004,0.17681129427055298,0.41324535382050015,0.50979453,0
103,103,3.0,1.2909944487358058,103,0.1262135922330097,0.05825242718446602,0.06796116504854369,-0.7527617951638551,-0.07321887012230643,3.0,6.686500378585634,-0.3126963129208951,1.287196201660288,1.0257322714692103,0.9902912621359223,0.27184466019417475,0.001984380241815558,69060.0,0.8916136260800239,0.3428817506140547,1.7385668897454356,-0.2256774045840601,-0.3521367521367518,695.3009708737864,315.5123388703527,0.2524271844660194,0.6895486025001156,0.46028735228413553,0.13714679853212633,0.38071419535398615,0.5504645,0
104,89,3.7191011235955056,0.9884418873448324,89,0.23595505617977527,0.0,0.23595505617977527,-0.632862216998485,0.6249165292358603,4.0,6.475733302566545,0.4735874180899734,0.795287209065948,0.7424521965967213,0.9887640449438202,0.056179775280898875,0.0015405385749118585,47839.0,1.1053337461890935,0.43219879421991136,0.8496602510174374,0.19648682878858767,1.676470588235294,699.5842696629213,389.4840937640447,0.24719101123595505,0.6199670692674402,0.4630204199875153,0.47530015688497507,0.47414841353645015,0.57733476,0
105,123,3.2601626016260163,0.8855617683002938,123,0.04065040650406504,0.0,0.04065040650406504,-0.46598341912609337,-0.09322806605178213,3.0,6.942514327887758,0.12673936265370672,0.6718516863537808,0.545808783052187,0.991869918699187,0.18699186991869918,0.0013610289141200661,41020.0,0.9689351329487524,0.21528597403425948,0.4637777602871939,0.07877101579182048,1.8135593220338984,640.4878048780488,334.70648668215136,0.25203252032520324,0.6480867330074696,0.4867834130958007,0.6001714753758458,0.4323791727193472,0.5335339,0
106,77,2.987012987012987,1.152725677111091,77,0.07792207792207792,0.03896103896103896,0.03896103896103896,-0.7149452977698451,0.17367162429919558,3.0,6.266786429607389,-0.3466993144216763,1.2097474128844405,0.9924700371262993,0.987012987012987,0.2987012987012987,0.0028325775433886446,53270.0,0.8877538268329243,0.5087562601677884,1.5646828695104003,-0.31724439640765784,-0.528169014084507,681.4415584415584,340.4585334325063,0.24675324675324675,0.45024998634595687,0.351112840240618,0.3829989714827251,0.36571892298431663,0.45630464,0
107,162,3.308641975308642,0.7903450824057997,162,0.04938271604938271,0.0,0.04938271604938271,-0.15135168369809274,0.11105941100951178,3.0,7.339849769168047,-0.08927719723977445,0.736551633043126,0.5968890848150672,0.9938271604938271,0.12962962962962962,0.0010030940781139872,71559.0,0.9833434230018373,0.03352579029634116,0.5471299093685812,-0.1578885773796368,1.779220779220779,742.1358024691358,318.8333256070874,0.25308641975308643,0.7703640903333935,0.6587504228355509,0.11313401235014472,0.4870275833690661,0.5814034,0
108,161,3.37888198757764,0.7979982720758392,161,0.07453416149068323,0.0,0.07453416149068323,-0.11915145294264763,0.5980420306038381,3.0,7.330916645840732,0.03607732388199941,0.803490661828674,0.6434790677213659,0.9937888198757764,0.08695652173913043,0.0014442440872603193,69777.0,1.0042190736801928,0.0271460014673514,0.6428888961763807,-0.07249687361724813,1.751677852348993,689.8260869565217,357.90273757714886,0.2484472049689441,0.9550347638686928,0.6003144865783071,0.08952104208058846,0.4359783042289395,0.5584084,0
109,180,3.511111111111111,1.2120848140802265,180,0.2611111111111111,0.011111111111111112,0.25,-0.5116155323719195,-0.3871957441326641,4.0,7.49185283664459,0.03939164953815002,1.0674768723157855,0.9012799216671087,0.9944444444444445,0.2111111111111111,0.001755046621241803,118552.0,1.0435181697825466,0.14836198921815685,1.134727981243933,-0.3430474372953769,1.7270836666133422,751.4388888888889,311.72734046287087,0.25,0.9515610291649144,0.6929744736228163,0.8063175782332072,0.511075933314041,0.621879,0
110,62,2.8225806451612905,0.878228349789135,62,0.03225806451612903,0.0,0.03225806451612903,-0.09032739242620819,0.5407047371085132,3.0,5.954196220939784,-0.4701200862912019,0.8077281191366185,0.7331831222051426,0.9838709677419355,0.2903225806451613,0.0011263773947766407,36861.0,0.8388837879785171,0.6044530926026349,0.862914630713201,-0.5329324539840047,2.25,755.758064516129,342.0168572915702,0.25806451612903225,0.15529552524307055,0.3839981986076321,0.6705932514657935,0.6858913741471189,0.8180537,0
111,65,3.4615384615384617,0.7516008556101077,65,0.06153846153846154,0.0,0.06153846153846154,-0.3208282028594956,0.9648605516185347,3.0,6.022367719253281,-0.09705283655031295,0.6600961807290756,0.5477729132269099,0.9846153846153847,0.06153846153846154,0.00091357315503501,27671.0,1.0287849531692583,0.5853137261156656,0.4384427290830646,-0.18308553038074044,1.639344262295082,810.1846153846154,355.625324793687,0.24615384615384617,0.46779702104691406,0.4837765075483985,0.8382278439863495,0.41331249225622174,0.44658715,0
112,163,3.4049079754601226,0.6906611326266916,163,0.012269938650306749,0.0,0.012269938650306749,-0.7339195328740798,0.7234780207643383,3.0,7.348727919071806,0.038928721584403025,0.6356655726665925,0.48987560935396884,0.9938650306748467,0.07975460122699386,0.0009375039478112643,54493.0,1.011954115489598,0.03990557912533092,0.403107204163672,0.021684389192186158,1.6149068322981366,706.9570552147239,338.72849300217064,0.25153374233128833,0.9108334662920181,0.6221950713171651,0.3639548779918457,0.44487537801194266,0.55226713,0
113,241,3.4771784232365146,0.7586294696353222,241,0.07468879668049792,0.0,0.07468879668049792,-0.008809833144692743,-0.33509593093216816,3.0,7.912888988540502,0.25297687657129764,0.636560312263249,0.5716131946456048,0.995850622406639,0.08713692946058091,0.001719652351661898,86451.0,1.0334332208230432,0.5375291077865322,0.4675249659539789,0.1681554717041618,1.6457399103139014,590.8589211618257,330.54525158768286,0.24896265560165975,0.924997617873102,0.6287471809864773,0.2548676480817739,0.49958472703918283,0.637492,0
114,127,2.7874015748031495,1.348896793561331,127,0.12598425196850394,0.10236220472440945,0.023622047244094488,-0.7870442270531484,-0.37543848360325827,3.0,6.988684503549906,-0.5142205756330327,1.2640749440632857,1.0206241444967228,0.9921259842519685,0.3228346456692913,0.0024987302564788206,84688.0,0.8284284084838018,0.18976681871830045,1.8497264893042364,-0.26869879738744573,-2.116554054054054,706.9133858267717,352.68507521543216,0.25196850393700787,0.684951461812013,0.5162994588813359,0.2142434509191252,0.3881654033635114,0.48726106,0
115,108,2.435185185185185,1.6926070592357612,108,0.32407407407407407,0.18518518518518517,0.1388888888888889,-0.004151895857423728,-1.233149223952828,2.0,6.754887346352413,-1.0796254085173078,1.6978155454936925,1.6680067500836087,0.9907407407407407,0.5185185185185185,0.003505506889083449,120453.0,0.7237480977131058,0.31098280646910587,4.021478115657318,-0.9425352709653749,-0.43248532289628194,687.2037037037037,358.5648642230766,0.25,0.6017259128781424,0.43449123238456855,0.8591324861610502,0.3433767018352193,0.43237925,1
116,75,3.16,1.4429699103453828,75,0.2,0.12,0.08,-1.202684263546265,0.44018088025341084,4.0,6.2288185822937585,-0.16240624547867943,1.5594475788471058,1.1415252402832479,0.9866666666666667,0.2,0.0026375879597705806,65430.0,0.9391663528042918,0.5215158378257679,2.42582751639362,0.16602431875195048,-1.4500000000000002,672.3866666666667,379.86188433583476,0.25333333333333335,0.573488580416401,0.32551957915773244,0.2066511096085483,0.3154466942455625,0.3888341,0
117,72,2.763888888888889,0.999902186139542,72,0.05555555555555555,0.041666666666666664,0.013888888888888888,-0.8081792272209409,1.0756341434082666,3.0,6.169924897568274,-0.5686956415707866,0.9883408182214632,0.8454081502861786,0.9861111111111112,0.3055555555555556,0.0015771137821251474,43423.0,0.821440331434837,0.5406552043127373,1.2866653949686875,-0.4779910713860957,-1.6029411764705883,728.2916666666666,366.4845725285152,0.25,0.4189393624403381,0.41291968848927035,0.5533835843275986,0.34636772414158246,0.41153598,0
118,436,3.669724770642202,0.8846589926463538,436,0.16743119266055045,0.0,0.16743119266055045,-0.38351634281246116,-0.0674368419934992,4.0,8.768183695762026,0.3350649134626729,0.8191194676305088,0.7176963932226662,0.9977064220183486,0.08944954128440367,0.003047289435897146,164025.0,1.0906588698226596,1.7815879294395354,0.7816863069661117,0.11187990025437412,1.5977961432506889,495.74311926605503,339.84775911845304,0.25,1.4891275036538045,0.7266371519546325,1.6002601344317198,0.48609668932794625,0.7025708,0
